State,City,Property_Type,BHK,Size_in_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities_Score,Facing,Owner_Type,Availability_Status,Age_of_Property,Price_INR,Price_Lakhs
karnataka,mysore,villa,1,687,2020,semi_furnished,17,31,11,3,good,yes,basic,8,south,owner,ready,4,9387776.115133371,93.87776115133371
karnataka,hubli,apartment,2,3908,1996,unfurnished,4,15,14,5,average,yes,basic,5,west,owner,ready,28,14259547.692771133,142.59547692771133
karnataka,mangalore,villa,1,1803,2004,semi_furnished,5,12,2,4,poor,yes,no,7,west,broker,under_construction,20,10462027.049893672,104.62027049893672
karnataka,mangalore,independent_house,1,836,1993,fully_furnished,10,11,8,2,good,yes,basic,5,west,builder,ready,31,3855389.049158869,38.55389049158869
karnataka,mysore,apartment,1,2577,1997,semi_furnished,22,23,6,8,good,yes,basic,1,east,owner,ready,27,5768061.569018259,57.680615690182584
karnataka,belgaum,duplex,4,840,2013,unfurnished,12,13,2,9,poor,yes,basic,4,south_east,broker,ready,11,7841807.782372194,78.41807782372194
karnataka,mangalore,apartment,2,1916,1997,unfurnished,12,34,11,8,poor,yes,high,3,south_west,broker,ready,27,4908791.5148058,49.087915148058
karnataka,mysore,villa,2,1189,1994,semi_furnished,0,27,11,6,average,yes,no,7,west,owner,ready,30,10169093.947276477,101.69093947276477
karnataka,bangalore,apartment,3,1396,2012,unfurnished,3,36,2,5,average,yes,high,1,north_west,owner,ready,12,9444543.698652796,94.44543698652797
karnataka,belgaum,independent_house,2,1668,2023,unfurnished,9,10,2,2,average,yes,high,7,east,broker,ready,1,12730554.34476651,127.3055434476651
karnataka,hubli,apartment,2,3523,2004,semi_furnished,9,22,2,6,excellent,yes,high,7,north_east,broker,under_construction,20,16925501.139285047,169.25501139285046
karnataka,mangalore,apartment,1,3168,2008,unfurnished,15,23,12,5,average,no,no,3,south,owner,ready,16,8798682.229942618,87.98682229942618
karnataka,mysore,apartment,3,3311,2014,fully_furnished,15,34,3,2,average,yes,basic,4,west,owner,under_construction,10,20086575.231664736,200.86575231664736
karnataka,bangalore,apartment,1,2677,1993,fully_furnished,8,9,6,4,good,yes,high,4,north,owner,under_construction,31,11944405.675928608,119.44405675928607
karnataka,hubli,apartment,3,2912,1997,fully_furnished,1,2,5,6,excellent,yes,basic,0,north_west,owner,ready,27,11811688.35901582,118.11688359015821
karnataka,mysore,apartment,2,585,2018,semi_furnished,10,20,3,3,good,yes,basic,1,north_west,owner,ready,6,3719892.035852867,37.198920358528675
karnataka,mysore,apartment,3,561,2002,semi_furnished,7,8,7,1,excellent,no,no,3,north,builder,under_construction,22,3420433.0664837384,34.204330664837386
karnataka,hubli,villa,3,3670,2020,fully_furnished,20,28,4,1,average,yes,no,4,north_west,owner,ready,4,38377469.74895529,383.77469748955286
karnataka,bangalore,independent_house,3,2848,2008,unfurnished,7,20,2,4,poor,yes,no,5,south_east,owner,ready,16,17694525.06769496,176.94525067694957
karnataka,bangalore,villa,2,3943,2014,semi_furnished,6,7,14,8,excellent,no,basic,9,north_west,broker,ready,10,72571583.16739592,725.7158316739592
karnataka,belgaum,independent_house,2,1879,1990,semi_furnished,8,9,10,9,good,yes,no,3,south_east,owner,ready,34,9547033.09401793,95.47033094017931
karnataka,mangalore,independent_house,4,1190,2010,unfurnished,0,32,12,8,average,no,high,1,north_west,broker,ready,14,9388376.197043695,93.88376197043695
karnataka,hubli,independent_house,1,3462,2015,fully_furnished,29,32,1,6,average,yes,no,2,south_west,owner,ready,9,13338970.438785862,133.38970438785861
karnataka,hubli,apartment,2,944,1992,semi_furnished,8,29,4,2,good,yes,basic,7,north,broker,ready,32,2994931.538473164,29.94931538473164
karnataka,hubli,independent_house,3,2860,1994,semi_furnished,19,27,8,7,average,yes,basic,7,south_west,owner,under_construction,30,14810491.005140234,148.10491005140233
karnataka,bangalore,apartment,4,2978,2018,unfurnished,10,27,2,1,average,no,basic,1,south_west,broker,under_construction,6,23862081.876040105,238.62081876040105
karnataka,mangalore,villa,2,1544,2022,unfurnished,3,15,11,2,poor,yes,no,6,west,builder,ready,2,12398216.648781575,123.98216648781575
karnataka,belgaum,villa,3,468,1991,fully_furnished,1,32,3,5,good,yes,high,8,north_west,owner,ready,33,5386984.714178311,53.869847141783104
karnataka,mysore,apartment,3,2740,2007,unfurnished,1,2,6,1,good,yes,no,5,north_east,owner,under_construction,17,14169706.43458532,141.6970643458532
karnataka,mysore,villa,1,2150,2003,fully_furnished,14,15,3,2,excellent,no,basic,1,south,broker,under_construction,21,13825775.13008687,138.2577513008687
karnataka,hubli,apartment,3,1034,2019,fully_furnished,4,11,9,9,poor,yes,basic,0,south,owner,ready,5,7128017.31115564,71.2801731115564
karnataka,mangalore,apartment,4,3881,2018,unfurnished,1,9,13,4,good,yes,no,3,south,owner,ready,6,23775922.108699076,237.75922108699075
karnataka,bangalore,apartment,6,1703,2018,unfurnished,2,3,13,2,poor,yes,basic,5,west,owner,ready,6,18292902.33060684,182.92902330606842
karnataka,mangalore,villa,1,965,2008,unfurnished,10,32,10,6,average,yes,high,1,east,broker,under_construction,16,6594779.683910106,65.94779683910106
karnataka,mangalore,villa,3,932,2015,unfurnished,22,34,3,6,excellent,no,basic,3,north_west,owner,under_construction,9,11081833.591812775,110.81833591812774
karnataka,bangalore,villa,2,2032,1998,unfurnished,1,4,3,5,average,no,no,6,south_east,owner,ready,26,19508845.46979138,195.0884546979138
karnataka,hubli,apartment,1,2281,2002,unfurnished,11,29,11,8,good,yes,no,5,north,owner,under_construction,22,6576743.340437718,65.76743340437717
karnataka,mangalore,independent_house,3,3097,2020,semi_furnished,14,15,7,2,good,yes,no,5,west,owner,under_construction,4,24318166.73908635,243.18166739086348
karnataka,mysore,independent_house,1,953,2003,fully_furnished,10,11,14,1,average,no,high,5,north_west,owner,under_construction,21,4222622.643938248,42.22622643938248
karnataka,bangalore,apartment,2,2348,2020,unfurnished,9,37,3,8,good,no,high,6,east,owner,under_construction,4,22736101.617677804,227.36101617677804
karnataka,belgaum,independent_house,2,1352,2004,unfurnished,9,10,4,2,average,no,high,6,north_west,owner,ready,20,7006227.46645384,70.0622746645384
karnataka,hubli,apartment,2,3205,2023,fully_furnished,3,15,10,7,good,no,high,5,south,owner,under_construction,1,23293041.80181462,232.93041801814618
karnataka,bangalore,apartment,2,3890,1999,unfurnished,6,11,4,1,poor,yes,basic,0,south_east,broker,ready,25,13191461.302982522,131.91461302982523
karnataka,belgaum,apartment,2,2475,2010,unfurnished,9,10,7,8,excellent,yes,high,6,north_west,owner,under_construction,14,11597549.721301146,115.97549721301147
karnataka,belgaum,independent_house,3,1819,2014,unfurnished,15,16,9,5,good,yes,basic,1,west,broker,ready,10,15367438.563190265,153.67438563190265
karnataka,mangalore,apartment,2,969,2009,unfurnished,12,23,6,4,average,no,high,4,south,broker,ready,15,4169897.909571009,41.698979095710094
karnataka,mangalore,apartment,3,3086,1996,semi_furnished,0,11,10,5,poor,yes,basic,1,north,broker,under_construction,28,11352502.1161405,113.525021161405
karnataka,mangalore,apartment,4,827,2007,unfurnished,4,5,11,6,good,yes,high,2,north,broker,ready,17,5962321.0031638015,59.62321003163802
karnataka,bangalore,apartment,2,3222,2015,semi_furnished,0,14,8,6,poor,yes,basic,8,south_east,owner,ready,9,27184226.48209803,271.8422648209803
karnataka,bangalore,apartment,3,3615,2006,semi_furnished,1,23,7,3,good,yes,high,3,north_east,owner,ready,18,22948965.767454576,229.48965767454575
karnataka,hubli,apartment,3,1379,1996,fully_furnished,15,21,11,9,good,yes,high,0,north,owner,ready,28,7967570.622187581,79.67570622187581
karnataka,mangalore,independent_house,3,1516,2017,semi_furnished,24,31,4,3,good,yes,basic,9,north,owner,ready,7,15987247.201826612,159.8724720182661
karnataka,belgaum,apartment,2,434,2010,unfurnished,1,13,5,6,average,yes,basic,9,north_west,owner,ready,14,2737302.6175368284,27.373026175368285
karnataka,mysore,villa,3,3941,2012,semi_furnished,23,24,12,7,average,yes,no,6,south_west,broker,under_construction,12,55201579.91495684,552.0157991495684
karnataka,hubli,independent_house,1,2973,1999,fully_furnished,11,19,5,9,good,yes,basic,5,north,broker,ready,25,14535440.642572291,145.3544064257229
karnataka,bangalore,apartment,2,3786,2006,unfurnished,3,4,10,1,average,yes,basic,2,south_east,owner,under_construction,18,18703970.975328386,187.03970975328386
karnataka,hubli,apartment,3,3955,1990,unfurnished,6,7,10,7,average,yes,basic,2,south_east,owner,ready,34,12313038.956384514,123.13038956384514
karnataka,hubli,villa,1,3277,2000,fully_furnished,15,18,2,1,excellent,yes,basic,4,north,broker,ready,24,18880022.16488029,188.8002216488029
karnataka,hubli,apartment,3,2137,2022,fully_furnished,15,39,8,1,poor,no,no,2,east,owner,ready,2,14060530.477939976,140.60530477939977
karnataka,hubli,apartment,3,2823,2020,unfurnished,24,25,1,5,good,yes,high,7,north_west,owner,ready,4,16036664.75086668,160.3666475086668
karnataka,mysore,apartment,3,3281,2013,semi_furnished,10,12,6,4,average,no,high,8,north_west,owner,under_construction,11,18018602.999118872,180.18602999118872
karnataka,mangalore,independent_house,1,3103,2009,unfurnished,5,17,2,9,average,yes,basic,3,south_east,owner,ready,15,9958359.788646175,99.58359788646175
karnataka,belgaum,independent_house,6,3314,1994,semi_furnished,7,8,6,4,average,yes,basic,2,east,owner,ready,30,20325304.707112137,203.25304707112136
karnataka,hubli,duplex,3,1406,2015,fully_furnished,2,3,12,4,good,yes,basic,7,north_west,owner,ready,9,17381287.168566465,173.81287168566465
karnataka,hubli,villa,2,2935,1996,fully_furnished,6,39,4,4,average,yes,basic,1,north,broker,ready,28,16692029.936950648,166.9202993695065
karnataka,hubli,apartment,2,3967,2016,unfurnished,10,38,13,4,average,yes,no,4,south,broker,under_construction,8,19216550.826413702,192.16550826413703
karnataka,mangalore,apartment,3,2394,2007,semi_furnished,12,31,8,9,poor,yes,basic,8,south_east,broker,ready,17,16488458.346162517,164.88458346162517
karnataka,bangalore,apartment,4,1799,2020,unfurnished,15,35,10,2,excellent,yes,basic,0,south_west,owner,ready,4,18993220.482868936,189.93220482868935
karnataka,bangalore,apartment,3,3962,1998,semi_furnished,12,36,8,8,good,yes,high,8,east,owner,ready,26,30079435.068647645,300.79435068647643
karnataka,mysore,apartment,3,1722,1991,unfurnished,7,32,6,4,average,yes,basic,1,east,owner,ready,33,4128995.292899747,41.28995292899747
karnataka,bangalore,apartment,2,2800,2018,fully_furnished,16,17,13,5,poor,yes,basic,0,south,owner,under_construction,6,19400760.883072287,194.00760883072286
karnataka,hubli,apartment,2,753,2023,semi_furnished,8,10,12,9,excellent,yes,high,9,north_east,owner,under_construction,1,9710093.059929775,97.10093059929775
karnataka,hubli,apartment,2,3952,2004,unfurnished,22,23,3,1,poor,yes,no,1,south_east,owner,under_construction,20,9241473.598462567,92.41473598462566
karnataka,hubli,apartment,3,1378,1998,semi_furnished,2,3,2,1,poor,yes,basic,5,north_east,owner,ready,26,4871805.144130989,48.71805144130989
karnataka,mysore,duplex,2,2851,2005,unfurnished,12,13,7,2,poor,yes,basic,2,north_west,owner,ready,19,9465346.923329812,94.65346923329811
karnataka,hubli,independent_house,2,1817,1991,unfurnished,20,34,6,6,poor,yes,basic,7,north_west,owner,under_construction,33,7177906.477292641,71.7790647729264
karnataka,bangalore,duplex,2,802,1990,unfurnished,10,23,14,2,poor,yes,no,4,north,owner,ready,34,5140399.097002844,51.403990970028445
karnataka,mangalore,apartment,4,3204,1998,unfurnished,11,28,14,8,good,yes,basic,4,south,broker,ready,26,22081439.812337983,220.81439812337985
karnataka,mangalore,apartment,3,1914,2009,unfurnished,19,31,9,8,average,no,no,2,east,owner,ready,15,8127002.245054157,81.27002245054157
karnataka,belgaum,apartment,2,1947,1991,semi_furnished,19,26,1,4,average,yes,no,2,south,owner,ready,33,4970598.150818941,49.70598150818941
karnataka,bangalore,apartment,4,793,1990,semi_furnished,7,8,3,3,good,no,high,5,north,owner,under_construction,34,6083582.639953316,60.83582639953316
karnataka,hubli,apartment,1,3030,1999,semi_furnished,20,21,6,5,good,yes,basic,0,south_east,broker,under_construction,25,7700962.107218766,77.00962107218766
karnataka,mangalore,duplex,1,2119,2012,unfurnished,0,11,13,6,poor,yes,basic,8,east,owner,ready,12,12474151.581976723,124.74151581976723
karnataka,bangalore,duplex,1,503,2008,semi_furnished,2,3,5,9,good,yes,no,5,east,owner,ready,16,6389684.167087025,63.89684167087025
karnataka,mangalore,apartment,1,2458,2007,unfurnished,6,7,13,7,excellent,yes,no,8,west,broker,ready,17,12124434.322837906,121.24434322837907
karnataka,hubli,apartment,1,1409,2013,semi_furnished,23,38,2,3,average,yes,basic,8,east,broker,ready,11,5341733.9490258815,53.41733949025881
karnataka,mangalore,apartment,3,2143,2011,fully_furnished,3,4,5,9,good,yes,high,2,north,owner,ready,13,15459760.251034586,154.59760251034587
karnataka,belgaum,apartment,3,1648,2009,semi_furnished,13,29,8,6,excellent,yes,basic,9,south,owner,under_construction,15,16313781.95075994,163.1378195075994
karnataka,belgaum,apartment,3,1740,2000,semi_furnished,3,9,14,2,average,yes,basic,8,north_east,broker,ready,24,9292004.901223183,92.92004901223183
karnataka,mangalore,apartment,3,2317,1998,semi_furnished,2,9,9,2,average,yes,no,5,south_west,broker,under_construction,26,11236097.691304035,112.36097691304036
karnataka,bangalore,apartment,3,821,2004,semi_furnished,2,3,9,5,good,yes,basic,7,east,owner,ready,20,10673150.137099015,106.73150137099015
karnataka,bangalore,apartment,2,2720,2005,unfurnished,16,17,6,2,average,yes,no,8,south,owner,ready,19,14654035.184967976,146.54035184967975
karnataka,bangalore,apartment,3,2501,2002,semi_furnished,26,36,9,1,poor,yes,no,3,north_east,broker,under_construction,22,12000462.4431256,120.004624431256
karnataka,mangalore,apartment,3,1596,1995,semi_furnished,9,10,14,8,poor,yes,high,1,south_west,owner,ready,29,6602786.684097606,66.02786684097606
karnataka,bangalore,apartment,4,2694,2014,fully_furnished,22,23,14,6,good,yes,no,7,north_east,owner,ready,10,40166435.686324686,401.66435686324684
karnataka,hubli,duplex,2,3112,2004,unfurnished,17,18,5,2,average,yes,no,9,north_east,owner,ready,20,14918659.479986038,149.1865947998604
karnataka,belgaum,apartment,1,1017,2007,semi_furnished,4,5,2,9,average,no,no,0,north_east,owner,ready,17,3137289.3920925725,31.372893920925726
karnataka,hubli,villa,3,1582,2022,semi_furnished,11,26,6,9,poor,yes,basic,6,east,broker,ready,2,21094552.709720295,210.94552709720296
karnataka,bangalore,villa,3,3577,2003,semi_furnished,16,17,9,8,excellent,yes,basic,1,north_west,builder,ready,21,55454646.799484074,554.5464679948408
karnataka,hubli,duplex,2,694,2023,unfurnished,0,18,12,7,poor,yes,no,3,south_east,broker,ready,1,6703265.9928947715,67.03265992894771
karnataka,bangalore,villa,3,675,1991,unfurnished,15,16,9,1,excellent,yes,basic,7,south,broker,under_construction,33,10443943.43041044,104.4394343041044
karnataka,mangalore,independent_house,1,3032,2009,unfurnished,0,4,10,9,good,no,no,3,west,owner,ready,15,11450423.965898208,114.50423965898209
karnataka,hubli,villa,5,3514,2005,semi_furnished,18,19,1,3,good,yes,basic,8,west,builder,ready,19,42701124.69234966,427.01124692349657
karnataka,mangalore,apartment,1,593,1992,semi_furnished,15,16,3,3,average,yes,basic,3,east,builder,ready,32,1515000.9405176807,15.150009405176807
karnataka,mangalore,apartment,1,710,2019,unfurnished,10,21,7,2,average,yes,no,8,north_east,owner,under_construction,5,3971052.790773979,39.71052790773979
karnataka,mysore,duplex,1,1019,2012,fully_furnished,2,36,11,6,poor,yes,no,3,west,broker,under_construction,12,5801658.307208536,58.01658307208536
karnataka,bangalore,villa,2,1526,2012,semi_furnished,1,2,3,9,good,yes,high,9,west,broker,under_construction,12,25136730.891930223,251.36730891930222
karnataka,belgaum,duplex,1,3092,1992,unfurnished,6,29,9,8,average,no,high,8,east,owner,ready,32,12370134.492270362,123.70134492270361
karnataka,bangalore,villa,3,649,2002,unfurnished,10,11,6,3,average,yes,basic,3,west,owner,ready,22,8761533.073861713,87.61533073861713
karnataka,belgaum,villa,4,3867,2018,unfurnished,24,25,2,4,good,no,basic,9,east,owner,ready,6,43710331.3402127,437.103313402127
karnataka,bangalore,independent_house,2,3229,2012,semi_furnished,19,23,7,8,good,yes,no,9,south,owner,under_construction,12,40625117.80827288,406.2511780827288
karnataka,mangalore,villa,3,1355,2006,semi_furnished,6,14,7,3,average,yes,no,9,south_west,owner,ready,18,16060765.801094057,160.60765801094058
karnataka,hubli,independent_house,1,2415,2010,fully_furnished,10,12,7,4,excellent,yes,high,7,south_west,broker,ready,14,13730573.598614007,137.30573598614006
karnataka,hubli,duplex,2,695,2018,unfurnished,10,11,13,9,excellent,yes,no,2,north_east,broker,ready,6,7640081.367307398,76.40081367307397
karnataka,mysore,villa,2,637,1994,unfurnished,3,4,2,9,average,no,basic,8,south_west,owner,under_construction,30,3886583.5432118117,38.86583543211812
karnataka,belgaum,villa,2,1209,2010,unfurnished,9,10,12,9,good,yes,high,0,north_west,broker,under_construction,14,9787923.763979297,97.87923763979298
karnataka,belgaum,independent_house,3,2736,1991,unfurnished,7,13,6,7,average,yes,high,9,north_west,broker,ready,33,11046848.88354509,110.4684888354509
karnataka,belgaum,apartment,1,2984,2012,unfurnished,19,29,4,2,poor,yes,no,0,north_east,owner,ready,12,6395953.827190533,63.95953827190533
karnataka,mangalore,apartment,4,2053,2000,semi_furnished,15,21,2,5,average,no,basic,0,south,broker,ready,24,7437553.694327266,74.37553694327266
karnataka,belgaum,duplex,3,2165,2004,semi_furnished,17,34,1,7,good,yes,no,5,south,broker,ready,20,18568280.38108683,185.6828038108683
karnataka,hubli,independent_house,3,2703,2012,semi_furnished,7,8,3,4,good,yes,basic,7,south,owner,ready,12,17551684.103517644,175.51684103517644
karnataka,mangalore,apartment,4,920,1996,unfurnished,8,34,11,9,average,yes,no,4,south_east,broker,under_construction,28,6203015.294822186,62.03015294822186
karnataka,bangalore,apartment,4,1542,2023,semi_furnished,7,8,6,8,average,no,basic,6,south,broker,ready,1,26334798.732806902,263.347987328069
karnataka,belgaum,villa,3,2566,1995,semi_furnished,24,29,5,8,average,yes,no,5,east,owner,ready,29,15578325.998643063,155.78325998643064
karnataka,belgaum,villa,2,1514,2005,unfurnished,8,20,9,9,average,yes,no,0,south_east,owner,ready,19,9616035.524217555,96.16035524217556
karnataka,bangalore,villa,2,2619,1991,unfurnished,20,39,5,9,poor,no,basic,2,south_east,owner,ready,33,18297132.06211708,182.9713206211708
karnataka,belgaum,independent_house,3,1122,2021,unfurnished,12,17,2,2,excellent,yes,basic,7,north_east,broker,under_construction,3,12138611.449708337,121.38611449708337
karnataka,bangalore,apartment,3,3273,2017,unfurnished,5,39,7,5,excellent,yes,basic,2,north_west,owner,ready,7,24251741.68010008,242.5174168010008
karnataka,mangalore,apartment,4,2344,1998,fully_furnished,21,28,6,1,good,yes,no,4,south_west,owner,ready,26,15007752.643649412,150.0775264364941
karnataka,hubli,apartment,2,1539,2014,unfurnished,5,6,5,5,average,yes,basic,0,north_east,owner,under_construction,10,4791155.366833333,47.911553668333326
karnataka,bangalore,villa,2,1957,2015,unfurnished,29,37,12,8,good,yes,high,0,east,owner,ready,9,29896270.61418123,298.9627061418123
karnataka,mysore,apartment,2,2796,2015,unfurnished,4,31,13,7,excellent,yes,basic,8,east,broker,under_construction,9,21058661.688364353,210.58661688364353
karnataka,bangalore,independent_house,4,966,1994,unfurnished,6,7,11,8,good,yes,high,2,north,builder,ready,30,8673157.925267989,86.7315792526799
karnataka,belgaum,independent_house,1,875,2006,semi_furnished,22,32,12,8,good,yes,basic,7,north,broker,ready,18,6459328.585220612,64.59328585220612
karnataka,mangalore,independent_house,2,3916,2015,semi_furnished,10,31,11,5,average,no,no,8,north,owner,under_construction,9,34561646.1620036,345.616461620036
karnataka,mangalore,duplex,2,2555,2015,semi_furnished,0,1,10,6,good,no,no,6,east,owner,ready,9,23081683.101051822,230.81683101051823
karnataka,bangalore,apartment,1,2376,1998,semi_furnished,1,2,5,2,poor,yes,basic,2,south_east,owner,ready,26,5673728.697752252,56.73728697752252
karnataka,hubli,villa,2,3036,2012,fully_furnished,15,31,6,4,good,yes,basic,5,south_west,owner,ready,12,26985004.42395086,269.8500442395086
karnataka,mysore,apartment,3,1996,2013,semi_furnished,6,14,5,3,average,yes,high,6,north,owner,ready,11,11452839.606309181,114.5283960630918
karnataka,mangalore,apartment,1,1545,1998,fully_furnished,23,24,5,5,good,yes,no,8,north_west,owner,under_construction,26,5753285.790529294,57.53285790529294
karnataka,belgaum,apartment,3,2027,1999,unfurnished,12,13,9,5,average,no,basic,3,north,broker,under_construction,25,7932826.793558197,79.32826793558198
karnataka,belgaum,apartment,5,2258,1995,fully_furnished,19,20,6,9,good,no,high,3,north_west,broker,ready,29,15654462.65708941,156.5446265708941
karnataka,hubli,villa,5,1645,1993,semi_furnished,10,11,9,7,average,yes,basic,2,east,broker,ready,31,16094407.394875392,160.94407394875392
karnataka,mangalore,independent_house,3,1882,1990,fully_furnished,2,3,12,1,excellent,no,basic,8,south_west,broker,ready,34,15063867.58932348,150.6386758932348
karnataka,bangalore,apartment,3,2065,1995,semi_furnished,8,9,3,7,good,yes,high,5,south,owner,ready,29,15537490.24409445,155.3749024409445
karnataka,belgaum,apartment,2,1921,2018,unfurnished,13,34,7,1,good,yes,basic,8,south_west,broker,ready,6,10984773.46347905,109.8477346347905
karnataka,hubli,independent_house,6,769,1992,fully_furnished,9,10,8,9,good,yes,basic,3,south_west,broker,under_construction,32,10069515.426356677,100.69515426356676
karnataka,mangalore,villa,2,2376,2013,unfurnished,13,15,10,7,good,no,basic,2,north_east,owner,ready,11,17575167.793492004,175.75167793492005
karnataka,mangalore,apartment,2,1159,1998,semi_furnished,5,6,1,8,good,yes,no,4,south,owner,ready,26,3881779.726817164,38.81779726817164
karnataka,mangalore,independent_house,1,3592,2006,unfurnished,10,11,3,9,average,yes,basic,8,south,owner,ready,18,15535629.874149198,155.35629874149197
karnataka,mangalore,villa,2,1624,2003,fully_furnished,21,35,13,2,poor,no,basic,5,north_west,owner,ready,21,13403610.218147468,134.0361021814747
karnataka,mangalore,independent_house,1,3632,2022,semi_furnished,12,39,13,4,average,no,basic,0,north,broker,ready,2,15692438.679664029,156.92438679664028
karnataka,belgaum,apartment,3,2185,2009,fully_furnished,22,29,7,7,good,no,no,8,north_east,owner,under_construction,15,21010271.42793662,210.1027142793662
karnataka,hubli,independent_house,3,3689,2023,unfurnished,16,30,3,9,average,yes,basic,7,north,broker,under_construction,1,27692120.274078798,276.921202740788
karnataka,mangalore,independent_house,3,974,1992,semi_furnished,5,15,8,7,good,yes,no,3,north_east,owner,under_construction,32,5246604.212868651,52.46604212868652
karnataka,mysore,independent_house,2,3871,2009,semi_furnished,1,2,5,2,average,no,no,9,north_east,owner,ready,15,26653030.358303674,266.53030358303675
karnataka,mysore,independent_house,4,1808,1992,fully_furnished,7,23,6,2,average,yes,no,9,east,owner,ready,32,14126215.12410806,141.2621512410806
karnataka,hubli,duplex,1,2511,1995,semi_furnished,4,13,1,9,excellent,yes,basic,7,east,owner,under_construction,29,9940118.625277707,99.40118625277708
karnataka,bangalore,apartment,2,2659,2018,semi_furnished,25,26,10,6,average,yes,basic,0,north_east,broker,ready,6,17066210.18733776,170.6621018733776
karnataka,bangalore,duplex,3,2516,2020,fully_furnished,7,37,9,6,poor,no,basic,2,north_east,owner,ready,4,36771640.01012072,367.71640010120717
karnataka,bangalore,independent_house,4,1547,2010,unfurnished,20,21,13,3,poor,yes,no,6,east,broker,ready,14,22097230.034667242,220.97230034667243
karnataka,mysore,independent_house,2,776,1990,semi_furnished,20,21,10,6,poor,no,basic,0,north_east,owner,ready,34,2404556.7923698258,24.045567923698258
karnataka,bangalore,apartment,3,3767,2022,semi_furnished,4,5,7,3,poor,no,high,4,east,owner,ready,2,36481199.908330366,364.81199908330365
karnataka,belgaum,apartment,3,1781,1999,unfurnished,6,7,5,4,average,yes,no,2,west,broker,ready,25,6463404.753492181,64.6340475349218
karnataka,mangalore,villa,4,2972,2015,semi_furnished,17,24,10,5,good,yes,no,0,north_east,owner,ready,9,34201209.81245202,342.0120981245202
karnataka,mysore,independent_house,1,2209,1992,unfurnished,13,15,12,1,good,yes,no,2,south,owner,ready,32,6791129.836425554,67.91129836425554
karnataka,hubli,apartment,2,2515,2003,semi_furnished,3,4,5,3,poor,yes,high,1,south,owner,ready,21,8049154.767581734,80.49154767581734
karnataka,hubli,independent_house,2,2302,1997,semi_furnished,0,23,4,3,good,yes,basic,4,west,owner,under_construction,27,9458079.32203238,94.58079322032381
karnataka,mangalore,apartment,1,3741,2021,semi_furnished,16,25,1,2,good,yes,basic,7,north_west,owner,ready,3,14240757.353180667,142.40757353180666
karnataka,mysore,duplex,1,1556,2016,unfurnished,14,15,1,5,good,yes,no,4,west,broker,under_construction,8,9200993.505857887,92.00993505857886
karnataka,bangalore,villa,5,1485,2022,unfurnished,5,13,1,7,average,yes,basic,8,north_west,broker,ready,2,43785145.942196906,437.8514594219691
karnataka,bangalore,apartment,2,560,2010,semi_furnished,1,2,13,2,good,yes,basic,4,north_west,builder,ready,14,5331145.756178098,53.311457561780976
karnataka,belgaum,villa,4,3497,2015,semi_furnished,23,38,3,1,average,yes,basic,1,north_west,owner,ready,9,33250993.42487764,332.5099342487764
karnataka,belgaum,duplex,2,1158,2003,unfurnished,8,9,4,2,good,no,high,6,south_west,owner,ready,21,5953805.690377079,59.53805690377079
karnataka,bangalore,apartment,4,3148,2017,semi_furnished,16,23,4,5,excellent,yes,no,7,south_east,owner,ready,7,50878281.55102563,508.7828155102563
karnataka,hubli,independent_house,3,1709,2017,unfurnished,12,13,12,6,average,yes,basic,7,north,owner,ready,7,15259871.242592836,152.59871242592837
karnataka,hubli,apartment,1,3917,2010,semi_furnished,11,37,14,8,good,no,basic,1,south_east,broker,ready,14,12735477.698751858,127.35477698751858
karnataka,belgaum,independent_house,3,1229,2018,unfurnished,4,5,5,9,good,yes,basic,9,east,owner,ready,6,16051914.504890254,160.51914504890254
karnataka,mangalore,apartment,2,1248,2023,semi_furnished,15,17,12,5,average,yes,basic,7,north,broker,ready,1,9415634.180647999,94.15634180647999
karnataka,bangalore,apartment,2,3285,1990,fully_furnished,2,19,12,4,poor,yes,basic,3,south_east,builder,ready,34,14810307.302467715,148.10307302467714
karnataka,belgaum,apartment,2,2376,2009,fully_furnished,21,22,4,2,excellent,no,no,2,south,broker,ready,15,12939727.739232203,129.39727739232202
karnataka,belgaum,apartment,2,648,2015,semi_furnished,25,32,5,9,good,yes,no,1,south_east,owner,under_construction,9,4433630.739902959,44.33630739902959
karnataka,bangalore,villa,3,1514,2016,semi_furnished,16,22,5,3,excellent,no,no,5,north_east,owner,under_construction,8,31359062.195135787,313.5906219513579
karnataka,bangalore,apartment,3,3507,2012,fully_furnished,1,15,14,1,good,yes,basic,0,east,owner,ready,12,29303847.341690548,293.0384734169055
karnataka,hubli,apartment,2,1430,1996,semi_furnished,12,37,3,9,good,yes,no,3,west,owner,ready,28,5988571.512427867,59.885715124278676
karnataka,mangalore,villa,4,1929,2011,semi_furnished,13,16,12,2,poor,yes,basic,1,south_west,owner,ready,13,15914007.707306579,159.14007707306578
karnataka,mangalore,apartment,4,1744,1993,fully_furnished,3,33,6,8,average,yes,no,9,north_west,owner,under_construction,31,13399400.690980788,133.9940069098079
karnataka,bangalore,independent_house,1,2649,2018,fully_furnished,29,35,11,4,average,yes,no,8,west,broker,under_construction,6,29517549.235815946,295.1754923581595
